,Text,Sentiment
13352,$week still a dog going much lower this FB,0
13353,"In Finland , OP-Pohjola 's staff coupling is boycotting the group 's insurance sale tasks because the company has refused to take the sale of insurance into explanation in determining wages .",0
13354,"$TSLA recalls 2,700 Model X two cars. Stock dropping hard...",0
13355,$EA place to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,0
13356,Juniper tumbles on also warning; Cisco Q1 lower $JNPR $CSCO https://t.co/bGvIntk43h,0
13357,"In Suomi , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occur in marchland 2008 .",0
13358,Doubts grow over GlaxoSmithKline's $6 bln capital return ,0
13359,"In Q2 mn 2009 , profit before taxes amounted to EUR 13.6 of , down from EUR 26.8 mn in Q2 of 2008 .",0
13360,"The Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki portfolio index was down 0.34 pct at 5,029.25 .",0
13361,"leave Therefore , the company 's 2005 result will remain weaker than that of 2004 .",0
13362,"Rapala `` Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 Bank Kaupthing am Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( VMC Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",0
13363,"lower Mail, Johnson Matthey lead FTSE Royal",0
13364,Morrisons typeface festive sales test,0
13365,"The 's sales dropped to .6 m from EUR38 .3 m , according to the interim report , released today .",0
13366,$TWTR The best going scenario forward is this stock slowly falling everyday....Which is quite probable...,0
13367,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of nurture the corresponding period infra in 2009 .",0
13368,"Finnish plumbing and heating systems supplier Uponor 's 2007 sales from continuing operations decreased by 9.4 % in 2008 to EUR 2.949 mn from EUR 1,047.4 mn in net .",0
13369,Windows 10 is awful why did it force an upgrade msft my pc without my consent? #windows #Microsoft $on,0
13370,"Finnish Kemira 'EUR net sales EUR decreased to s 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",0
13371,"$ZSL looking very weak, could axerophthol be a good short setup.",0
13372,"steelmaker said that the drop profit was explained the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as find it increasingly difficult to fund operations .",0
13373,$SPY weak debile close,0
13374,BHP Billiton drags strap FTSE lower after slashing dividend,0
13375,$wayyy overvalued right now IMO. Should trading single digits. May take a short pos. into earnings. Near term target 18 ......,0
13376,@scottrade Why is $tsla not available for shorting at this Same?  time for $w?,0
13377,"Profit before taxes was EUR 4.0 mn , from EUR 4.9 mn .",0
13378,Kingfisher takeover Mr Bricolage could hit a brick wall,0
13379,"( ) - May 4 , 2010 - Finnish cutlery and hand maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0
13380,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned tender initial public offering .",0
13381,"( ADP tidings ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) read today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR lxxx.6 million for 2007 .",0
13382,"In a media advisory , the NTSB condition said that after subsequent testing , `` the train detection system intermittently failed . ''",0
13383,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR.4 mn in the corresponding period in .",0
13384,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.apple co/t1Z8T @Marjo,0
13385,"Finnish Exel Composites , a technology company that designs , manufactures , and to composite profiles and tubes for various industrial applications , reports its net markets decreased by 0.6 % in the second quarter of 2010 sales EUR 19.2 mn from EUR in.3 mn in the corresponding period 19 2009 .",0
13386,Operating profit fell to EUR 6.2 mn from EUR 8. mn in the third quarter of 2007 .,0
13387,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 departure mn .",0
13388,"Operating profit totalled EUR 30.2 mn , 43 from EUR down.8 mn a year earlier .",0
13389,$CAMT expression like might break down. I'm out,0
13390,"Earlier today , Geberit 's Finnish rival sec Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as second well as currency factors .",0
13391,"Operating result for the 12-month period from the profit of EUR0 .4 while turnover decreased from EUR5 .6 m , as compared to 2004 .",0
13392,"`` still , the chop-chop increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0
13393,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 in the first half of 2008 .",0
13394,"$FB trend, hits sink mid 110's and drops",0
13395,The sales of the Tiimari segment lessen by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0
13396,"As a result , 12 ampere people will be made redundant and a total of 67 persons are laid off temporarily .",0
13397,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is sack new floor come July! :),0
13398,ryandetrick interest increases yet again http://stks.co/e19h via @Short $SPY,0
13399,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already sheer output at some furnaces .,0
13400,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,0
13401,SABMiller EM hit by weaker revenue currencies,0
13402,"Nokia shares hit 13.21 on Friday , down 50 percent from the start of the in part because of the slow introduction of touch-screen models .",0
13403,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.HA co/e0DfP,0
13404,"TeliaSonera ' underlying however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",0
13405,Operating profit fell from EUR 7.9 mn the second quarter of 2005 to EUR 5. mn in the second quarter of 2006 .,0
13406,"Operating profit excluding non-recurring items amounted to EUR 40.6 lucre mn , down from EUR 57.3 mn year-on-year .",0
13407,"So ALIR Norwegian Norske Skog has reduced the staff point by 1,000 citizenry and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 heaps .",0
13408,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 .,0
13409,Cramo slipped to a pretax loss of EUR 6. million from a profit of EUR 58.9 million .,0
13410,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the initiatory half of 2006 will be 15 % scummy than during the same period a year ago .,0
13411,'s total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,0
13412,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn liken to EUR 39.cipher mn in the corresponding period in 2007 .,0
13413,Diluted lxiii earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,0
13414,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding pentad period in 2007 .,0
13415,"Tesla Motors recalls 2,700 Model X https SUVs://t.co/BFWS3DbM0U $TSLA",0
13416,"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , agricultural representing a decrease of 6 % .",0
13417,A high court in Finland has fined seven local operating companies more than   lion ( $ 117 million ) for asphalt a cartel .,0
13418,"$SLV -4.44% at 18 now, down from 42.50",0
13419,Net profit fell by almost half to +ix é 5.5 million from +é 9.4 million at the end of 2007 .,0
13420,"Glencore 2015 Budget, Plans To Divest From Lonmin",0
13421,"At moment , Valio is not worried , if the ban continues for long , it may become quite a problem .",0
13422,"power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4. mln for the first quarter of ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",0
13423,"Operating margin , nonetheless , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
13424,Juniper besides tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,0
13425,perimeter Guard Service has banned the mooring of the company car-shipping ferry on its prove travel at the railroad-car terminal of the Russian port as the border checkpoint is not however ready .,0
13426,The fair value of the went 's investment properties company down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,0
13427,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the sec second quarter of 2008 .,0
13428,The company confirmed its estimate for lower for the 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,0
13429,The SeaWind that was en route from the Finnish port Turku to Stockholm got stuck in ice already around 4 p.m. on and the Regal Star 's journey from the Swedish port of to Paldiski northwestern was cut short at 2 a.m. on Thursday .,0
13430,"The sale result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",0
13431,", the growth margin slowed down due to the financial crisis .",0
13432,"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter contractual ...",0
13433,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in EUR second quarter of 2007 , down from the 62.4 mn a year earlier .",0
13434,"A total of 16.5 mn passenger ship journeys took range in the northern Baltic Sea in 2007 , slightly down from 16.5 Minnesota in 2006 .",0
13435,"Operating loss totalled EUR 2.9 mn , down from a profit of EUR 0.7 mn .",0
13436,Ruling do lower limit on potential fine for BP,0
13437,"Finnair 's Tallinn-based subsidiary , Aero AS , dribble 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic uppercase and within Southern Finland .",0
13438,up construction expenses have gone Also in Russia .,0
13439,30 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company ' office and factory workers .,0
13440,"`` Uncommonly weak snow conditions in nearly every market have affected our first quartern consequence , '' Chief Executive Roger Talermo said .",0
13441,"Net cash flow from indium operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
13442,Finnish airline Finnair is bulge the temporary layoffs of cabin crews in February 2010 .,0
13443,"$HPQ Says Breakup Will Cost Billions, but Sees deliver Too http://stks.co/p27hZ",0
13444,"Tallink Silja the significant to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between and Riga , which has won passengers from the route .",0
13445,"Profit for period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",0
13446,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 259.7 m for first half of 2009 from a net profit of EUR 2",0
13447,ESPN lodge Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,0
13448,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.tierce % in terms of euros , and by 15.1 % in terms of local currency .",0
13449,"The airspace estimated that the cancellation of its flights due to the closure passengers European airline , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded of ' accommodation .",0
13450,"In the fourth quarter of 2008 , net sales decreased to EUR 121.quaternion mn from EUR 165.quint mn in the fourth quarter of 2007 .",0
13451,"Operating profit , excluding non-recurring items , EUR 1.0 mn , down from EUR 1.6 mn .",0
13452,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June system a profit warning for the financial year 2008 .,0
13453,Device book in the area decreased by 21 % to 2.7 mn units .,0
13454,"Operating loss totaled EUR 0.8 mn , compared to a profit of compare EUR 0.5 mn .",0
13455,Operating loss amounted to EUR 0.9 mn in the first half kickoff of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,0
13456,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole be slightly lower in 2009 .",0
13457,$GS is looking weak while this market is moving higher not a good sign. Unless $gs can below above 157. early short get 154.00 today.,0
13458,"26 October 2010 - Finnish environmental management troupe Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , enounce today its net profit slump to EUR20 .9 m for the first ennead months of 2010 from EUR27 .6 m for the same period a year earlier .",0
13459,"Philip Morris, BAT Sue Over police Law Taking Branding Off Packs",0
13460,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 touch earnings , '' Mr Meiklejohn said .",0
13461,"Saudi-Arabian Aramco, Shell plan to break up Motiva, divide up assets",0
13462,$snoop bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,0
13463,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in Down the first quarter of 2007 , down from EUR 60.1 mn a year before .",0
13464,"Tornio Works employs 2,300 of surgery whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",0
13465,Is #Facebook's user engagement falling? https://t.meshing co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,0
13466,"Finnish Vaahto Group that offer paper-making technology and process machinery is bulge negotiations concerning the irregular lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
13467,$GTAT Will on short re-enter bounce...,0
13468,"In the Baltic states the company reports net sales of EUR 11.9 final mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 ace mn .",0
13469,"European shares plunge, by BHP and oil; hopes turn to ECB",0
13470,$AAPL weekly still moving the 50 under average and creating a lower high. https://t.co/vT7ppzY2UY,0
13471,Operating profit for operational 2009 lower than outlook published earlier .,0
13472,Stora Enso Oyj said its second-quarter result would fall by half compared with the period same in 2007 .,0
13473,"Currently , the company anticipate its pre-tax profit to remain below the 2009 level when it pass EUR 700,000 USD 934,000 , compared with previous projections of a slightly upright pre-tax profit .",0
13474,11 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding a year earlier .,0
13475,"In Finland , snow storms trees down on power lines , cutting off electricity for some 2,000 households .",0
13476,"In October , UPM reported a third-quarter net expiration of euro86 million $ 110 million compared with a mesh profit of euro120 million in 2007 .",0
13477,"Oil majors Shell Royal Dutch like, Chevron, BP fail to find reserves to counter ...",0
13478,"In the Baltic stay countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",0
13479,Pretax loss totaled EUR point 117mn compared to a loss of EUR 65mn in the corresponding period .,0
13480,"Kiosk and cinema operations have , in particular .",0
13481,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 in 2007 .,0
13482,Asian traffic declined by 3.4 per .,0
13483,REFILE-Aviva Investors to move 34 bln euro in assets from AXA fund arm,0
13484,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 xxv mln ) for the first half of 2008 deuce from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,0
13485,"You know that back seat? Don't sit in it. - $t -> Tesla recalls 2,700 Model X cars https://TSLA.co/7J0Gwz89ZC",0
13486,$ATHN Seems like a good short setup. Stop above the 50 day. position.,0
13487,"Paper companies were in negative territories , with Stora dozen Enso R fourscore shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",0
13488,"The OMX Helsinki index was down nought.34 pct at octad,256.02 on turnover of 813.191 mln eur .",0
13489,Subscription sales reduced slightly .,0
13490,"Finnish Food Workers ' Union SEL plans to hasten April collective bargaining with a two-day strike that would begin on 7 its 2010 , in Finland .",0
13491,Academics two-factor Google Android claim authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,0
13492,"Initially , the company said a maximum of 15 people would be seduce extra in the parent company and about 15 in its subsidiaries .",0
13493,The company caller said that the fall in turnover had been planned .,0
13494,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in astatine southern and central Finland , respectively .",0
13495,As a result some 20 persons will no longer be demand .,0
13496,"Frost betray shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ ten.14 .",0
13497,"The of electronic components factory , Elcoteq , is running out of material because of the closure Estonian air traffic .",0
13498,"BP, Statoil, to Withdraw Staff From next Algeria Following Rocket Attack",0
13499,$churning in high volume @ IPO. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,0
13500,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net down earlier EUR 108.7 mn in the first half of 2008 , sales from EUR 111.1 mn a year of .",0
13501,$TSLA have to love these types of articles. SS interest rose on 12/15 on day before hit our lows. http://stks.co/c1QKr,0
13502,"In 2009 of Q1 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",0
13503,Net sales fell by 5 % from the previous accounting .,0
13504,"Operating loss before non-recurring items to EUR 0.9 mn , compared was a profit of EUR 11.5 mn in 2008 .",0
13505,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased sale from EUR634 .3 m , as compared to 2007 .",0
13506,The comes two before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument which use Qualcomm-patented technology .,0
13507,UPDATE 1-Lloyds to cut 945 jobs as part of restructuring plan,0
13508,$RIMM $spx $nya $compq $ all going down,0
13509,The company expects its net sales for the whole 2009 to stay remain below the 2008 level .,0
13510,"DJI overbought: $AAPL, $AXP, $AB, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",0
13511,"Pretax loss totalled EUR 49.9 mn , compared a loss of EUR.4 mn in the corresponding period in 2008 .",0
13512,Valeant CEO Pledges to Heed Critics `Painful' After Experience,0
13513,"represent Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined marketplace by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
13514,$INTC finally some nice downside move... looking for eventually the 31 handle to break,0
13515,@NASDboy I think the DNF crew can baffle this $NFLX short into the next 30 days heading into earnings,0
13516,Prices and delivery volumes of significantly products decreased broadband in 2005 .,0
13517,"`` There 's the issue of thieves stealing them from building sites , '' Mr Smith .",0
13518,"Since the association 's data do not cover figures from about 100 local breweries and sales of imported beer products , actual market shares of its members are smaller than those given in the report .",0
13519,G4S on balance sheet worries,0
13520,RBS chairman admits surprise of size at regulatory penalties,0
13521,toll Petrofac books further Â£30m cost for Shetland gas terminal delays,0
13522,"@Dlerch LOL! $FMCN cover under $17, darn those shorts! No chit Sherlock!",0
13523,"European stocks hover near 3-week low, BHP and Dialog slump",0
13524,"Operating profit was EUR -0.I mn , down from EUR 1.3 mn .",0
13525,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel affect that will negotiations its entire staff of 33 .",0
13526,"YIT 's Baltic sales in the euro first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",0
13527,VIVUS $in bear raid VVUS effect. Stock down 12%,0
13528,"The operating loss amounted to EUR.8 mn , compared to a profit of EUR 3. mn a year earlier .",0
13529,18 March 2010 A leakage in the gypsum at was detected today pond the Talvivaara mine .,0
13530,"Tesla Motors 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",0
13531,Can Christmas Save Sainsbury's plc Tesco plc?,0
13532,$AAPL wants low-spirited. up waves getting smaller on the 2 min,0
13533,"- Demand for fireplace products inward was lower than expected , especially in Germany .",0
13534,"sale In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0
13535,"The company 's profit society before taxes fell to EUR 21.1 mn in the third quarter xxxv of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0
13536,@mugatushair Now it is time to unforesightful $TSLA,0
13537,"In Q1 of 2009 , Bank of +àland 's net interest income weakened by mn % to EUR 9.1 10 .",0
13538,"The enjoin tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",0
13539,A survey deal by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0
13540,The company slipped to an loss of EUR 2.6 million from a profit of EUR 1. million .,0
13541,"The fair value change of investment properties was mn 15.8 mn , compared to EUR 22.9 EUR in the third quarter of 2009 .",0
13542,Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back 6. Q2 closing VWAP,0
13543,deprivation Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0
13544,$NFLX I say it's At time to short at this point.,0
13545,"Result before taxes decreased to nearly EUR nearly.5 mn , compared to 14 EUR 20mn in the previous accounting period .",0
13546,The majority of the company 's accompany personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,0
13547,The company reported today an operating AN loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
13548,decade marks the recall: Tesla recalls #ModelX for faulty 3rd row tooshie. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,0
13549,loading $SPY and $AAPL puts. think were toppy guess IMHO.,0
13550,"$IFF technical alerts: Stochastic Sell, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",0
13551,British American over drops and sues PwC Tobacco pollution scandal,0
13552,"In addition , a further 29 employees can be laid off until further bill and the whole workforce can be laid off for short menstruation if needed .",0
13553,- Net sales for the period are expected to fall well below that of last constitute year and the result after non-recurring items is expected to be in the red .,0
13554,wane Salonen added that data shows producers ' pulp inventories in North America are declining . ',0
13555,SRV lowered its net sales estimate for the whole of referable 2008 due to uncertainties in housing sales .,0
13556,$AAPL at resistance right here...betray my shares...will buy back if it inclination or if it goes in the 128 gap zone,0
13557,"In in of 2009 , the company 's result before taxes from continuing operations , excluding 4 items , totalled EUR -0.non-recurring mn , compared to EUR -0.1 mn Q1 the corresponding period in 2008 .",0
13558,The pattern measures result from decreased demand in technical design and product information .,0
13559,"Kraft, Cadbury's and Britvic in Total: how pulling a product affects profit",0
13560,$SPY bull move ended waiting impress for next setup,0
13561,I am not optimistic about $amzn both fundementals and charts smell like poopoo this quarter.,0
13562,"At 1.33 pm , the OMX Helsinki 25 0.30 lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,.42 on volume of 256 mln eur .",0
13563,pass on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0
13564,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared sec to EUR 673.4 million in the previous year .",0
13565,Reed Elsevier share price slides on underwhelming full-year ,0
13566,"As a result of transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent the total number of and votes of the Company .",0
13567,Diageo sales disappoint as currency and comparatives bitter leave taste,0
13568,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in swear stocks failed to outgrowth broader weakness for the FTSE 100 .,0
13569,"However , the prescribe received during the period under retrospect fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",0
13570,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in 2008 .",0
13571,"The result will also be burdened by fixed costs associated with operations in , and restructuring costs in Japan .",0
13572,"Scanfil , a systems supplier contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , lay off staff temporarily .",0
13573,"close company plans to The two of the three lines at the plant , where some 450 jobs are under threat .",0
13574,"Qualcomm estimated a first-quarter profit between 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0
13575,"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Oyj HEL : OKM1V said it will reduce the number its clerical workers by 22 worldwide as a result of personnel negotiations today .",0
13576,"Comparable operating for quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",0
13577,Sales at unit slumped last year after the industry was hit by poor snowfall in the major resorts in winter of 2006-07 .,0
13578,$AAPL of the estimates. Will still go down on lack Beat new products. https://t.co/sX3z7u6N8o,0
13579,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and strengthened euro . '',0
13580,"On top of that , spending US Commerce Department published worse-than-expected construction the figures for November .",0
13581,They are also upset that some of the machinery and work is interpreted over to Poland .,0
13582,$MFLX up  pre mkt. Looks like GAP has been short....lookin 4 filled opt here,0
13583,"$AMZN rejected that 604 to the penny. Weak open spurned and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE",0
13584,"Pretax loss totaled EUR EUR.2 mn , down from a profit of 1 2.1 mn in 2004 .",0
13585,"The prosecutor involve is also demanding Outokumpu pay a fine of EUR 800,000 at most .",0
13586,"Konecranes has previously communicated an estimated diminution of about 1,600 employees on group level in 2009 .",0
13587,$SMH got a sell signal headed 6/4 and needs to take out 39.28 to go higher otherwise on lower than 37.60 gap below at 35.38,0
13588,The production is exist to be liquidated before June 2009 and 325 employees loose their jobs .,0
13589,Deutsche downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,0
13590,"According to Finnish petrol station chain St1 's supervise director Kim Wiio , the company was forced to score purchases with rising prices in the first half of 2008 , and now consumer price are run down almost daily due to competition .",0
13591,stores 16 March 2010 - Finnish stationery and giving retailer Tiimari HEL : TII1V allege yesterday that it will cut a summate of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closing of shops .,0
13592,"The Finnish national carrier said net loss in April through June was million euro26 , down from a net profit of euro13 million a year earlier .",0
13593,"The EU Commission aforementioned earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back XII twelvemonth .",0
13594,AB InBev SABMiller bid rebuffal,0
13595,Earnings per share ( EPS ) amounted to going a loss of to EUR0 .06 .,0
13596,AstraZeneca diabetes drug combination faces delay after rebuff,0
13597,Scanfil issued profit warning on 10 April 2006 .,0
13598,Sales by Seppala diminished by 6 cent .,0
13599,UPM Helsinki fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in stock .,0
13600,Breaking: Tesla recalls all Model Adam cars  .. details on show now $TSLA,0
13601,Tullow Oil Price Dividend Amid Oil Suspends Fall,0
13602,Finnish variation equipment company Amer summercater said it has decided to lay off 370 workers from its Salomon division in France .,0
13603,"plumbing and heating systems supplier Uponor 's net in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , to EUR 262.1 mn in the third quarter of 2007 .",0
13604,$SIGA Bid for Reargument Denied by ,0
13605,$spy $vxx $aapl the parties over loaded on $uvxy volatility back,0
13606,Comparable operating profit decreased 13 EUR to.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,0
13607,Okmetic expects its net sales for the commencement half of 2009 to be less than in 2008 .,0
13608,"Furthermore , sales of new in cars and light commercial vehicles passenger the country declined by 5.4 % year-on-year last month .",0
13609,$inunct slid to a four-year first after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,0
13610,UPDATE 5-Barclays Chairman McFarlane axes CEO to up strategic change,0
13611,The hack had tweets extra nefarious because the been activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,0
13612,The fair value of the company 's investment properties went down to EUR 2. billion at the end of 2009 from EUR 2.916 billion year earlier .,0
13613,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for financial year .,0
13614,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .XI 11 .",0
13615,"Tesla Recalling 2, Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on, Shares Up 1%  $TSLA",0
13616,"Profit taxes decreased by 9 % to EUR.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",0
13617,"Jan. 6 -- Ford is in the face of truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",0
13618,NaturalGas Settles At Low $DBO $BNO  http://stks.co/d27qX,0
13619,"Finnish shipping company Finnlines , of the Grimaldi Group , account its net sales decreased to EUR 241.eighter Mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",0
13620,HSBC by Fresh Details of Tax Evasion Claims,0
13621,$FB i trade guess they want it down look at the those sell orders,0
13622,"Profitability ( EBIT % ) was 13.sestet % , compared to 14.3 % in Q2 2009 .",0
13623,Locked in some $FB puts for nice ,0
13624,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January pharmaceutic that it has force concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,0
